order_item_id,order_id,product_id,quantity,customer_id,order_date,total_amount,name,city,email,signup_date,product_name,category,price
447,2779,91,1,886,5/23/2022,7138.35,Customer_886,Giza,customer886@example.com,2/13/2024,Product_91,Food,1957.69
448,3410,91,5,2462,7/25/2023,5675.57,Customer_2462,Tanta,customer2462@example.com,2/6/2024,Product_91,Food,1957.69
449,4270,32,2,213,6/28/2024,9729.39,Customer_213,Mansoura,customer213@example.com,2/3/2021,Product_32,Clothing,612.61
450,4421,48,3,2735,9/1/2021,5919.32,Customer_2735,Alexandria,customer2735@example.com,3/22/2021,Product_48,Food,1377.81
451,515,72,3,679,2/13/2024,5532.54,Customer_679,Alexandria,customer679@example.com,3/2/2021,Product_72,Books,3410.88
452,3861,45,5,1420,6/8/2022,401.91,Customer_1420,Giza,customer1420@example.com,5/22/2020,Product_45,Electronics,1533.97
453,2202,76,4,645,7/20/2024,9013.23,Customer_645,Alexandria,customer645@example.com,8/23/2023,Product_76,Food,3766.34
454,3011,91,4,2480,1/31/2023,4510.51,Customer_2480,Tanta,customer2480@example.com,7/5/2020,Product_91,Food,1957.69
455,2131,91,5,2349,10/20/2021,2285.35,Customer_2349,Tanta,customer2349@example.com,3/9/2024,Product_91,Food,1957.69
456,3001,72,4,1407,9/9/2022,5231.59,Customer_1407,Tanta,customer1407@example.com,10/5/2020,Product_72,Books,3410.88
457,3446,60,2,2780,9/25/2024,9345.14,Customer_2780,Tanta,customer2780@example.com,4/12/2025,Product_60,Books,3144.78
458,3936,29,1,2214,3/10/2024,5160.16,Customer_2214,Alexandria,customer2214@example.com,6/27/2021,Product_29,Electronics,4798.18
459,649,63,5,2785,9/18/2023,8063.21,Customer_2785,Mansoura,customer2785@example.com,6/11/2022,Product_63,Food,4448.47
460,3794,29,5,2341,12/26/2023,473.47,Customer_2341,Alexandria,customer2341@example.com,11/12/2021,Product_29,Electronics,4798.18
461,3076,19,3,1369,12/22/2023,2805.6,Customer_1369,Cairo,customer1369@example.com,6/5/2022,Product_19,Clothing,4776.48
462,622,61,5,2292,11/11/2021,661.86,Customer_2292,Giza,customer2292@example.com,3/19/2025,Product_61,Clothing,4887.51
463,3898,36,1,150,2/16/2023,799.95,Customer_150,Giza,customer150@example.com,9/9/2022,Product_36,Books,435.47
464,3716,94,3,208,10/27/2023,2326.25,Customer_208,Cairo,customer208@example.com,7/5/2020,Product_94,Books,2732.33
465,4739,92,2,861,4/28/2022,7949.09,Customer_861,Cairo,customer861@example.com,4/23/2024,Product_92,Food,4734.4
466,4421,80,5,2735,9/1/2021,5919.32,Customer_2735,Alexandria,customer2735@example.com,3/22/2021,Product_80,Books,1059.08
467,2709,54,5,1837,5/16/2023,1225.48,Customer_1837,Cairo,customer1837@example.com,4/2/2020,Product_54,Clothing,1537.55
468,3595,61,5,433,11/15/2023,4722.57,Customer_433,Tanta,customer433@example.com,2/14/2021,Product_61,Clothing,4887.51
469,2003,75,4,223,8/18/2022,7700.26,Customer_223,Alexandria,customer223@example.com,10/21/2022,Product_75,Electronics,1101.96
470,2223,52,2,2798,7/4/2021,237.22,Customer_2798,Cairo,customer2798@example.com,4/21/2022,Product_52,Electronics,3840.32
471,1963,17,2,264,6/10/2024,9843.76,Customer_264,Tanta,customer264@example.com,10/30/2024,Product_17,Food,1236.08
472,2980,44,1,650,6/22/2023,5490.69,Customer_650,Cairo,customer650@example.com,12/5/2024,Product_44,Books,1374.68
473,3278,64,5,2774,4/15/2022,6512.09,Customer_2774,Mansoura,customer2774@example.com,3/21/2025,Product_64,Clothing,702.02
474,1017,7,5,791,8/14/2021,574.12,Customer_791,Tanta,customer791@example.com,3/21/2020,Product_7,Food,592
475,3689,24,4,179,2/4/2021,9111.1,Customer_179,Mansoura,customer179@example.com,3/10/2021,Product_24,Books,143.69
476,2315,70,2,1802,3/8/2024,5253.5,Customer_1802,Tanta,customer1802@example.com,8/22/2024,Product_70,Electronics,2993.19
477,2961,62,5,648,8/25/2021,7480.14,Customer_648,Mansoura,customer648@example.com,1/29/2022,Product_62,Books,3842.23
478,2354,76,1,525,3/25/2021,1249.92,Customer_525,Tanta,customer525@example.com,11/1/2020,Product_76,Food,3766.34
479,1955,19,3,103,4/30/2024,6883,Customer_103,Giza,customer103@example.com,5/19/2023,Product_19,Clothing,4776.48
480,2101,2,3,1909,3/31/2022,3460.5,Customer_1909,Giza,customer1909@example.com,2/7/2025,Product_2,Clothing,3751.87
481,3633,6,3,2519,6/26/2022,487.77,Customer_2519,Cairo,customer2519@example.com,3/28/2020,Product_6,Clothing,2452.37
482,215,35,5,1192,1/12/2024,6804.84,Customer_1192,Cairo,customer1192@example.com,2/22/2025,Product_35,Electronics,4514.18
483,1203,39,4,851,4/4/2023,9105.37,Customer_851,Cairo,customer851@example.com,5/20/2022,Product_39,Clothing,3859.21
484,1606,43,3,2986,2/24/2024,6777.48,Customer_2986,Mansoura,customer2986@example.com,11/4/2022,Product_43,Electronics,4285.71
485,2533,33,1,2498,2/16/2024,3574.45,Customer_2498,Mansoura,customer2498@example.com,5/30/2022,Product_33,Books,3039.13
486,1419,35,3,859,9/4/2024,6019.31,Customer_859,Mansoura,customer859@example.com,1/1/2025,Product_35,Electronics,4514.18
487,4295,72,5,223,2/5/2022,6065.89,Customer_223,Alexandria,customer223@example.com,10/21/2022,Product_72,Books,3410.88
488,949,54,4,182,9/22/2022,6905.91,Customer_182,Giza,customer182@example.com,1/23/2025,Product_54,Clothing,1537.55
489,562,14,5,687,4/4/2022,8470.12,Customer_687,Alexandria,customer687@example.com,3/24/2024,Product_14,Clothing,1343.5
490,979,15,5,2114,5/25/2024,202.43,Customer_2114,Cairo,customer2114@example.com,6/30/2024,Product_15,Food,4986.15
491,4145,86,3,2214,5/25/2021,1452.73,Customer_2214,Alexandria,customer2214@example.com,6/27/2021,Product_86,Clothing,2017.27
492,4853,9,1,2987,7/12/2024,1093.87,Customer_2987,Cairo,customer2987@example.com,8/7/2020,Product_9,Food,3000.69
493,989,6,1,2066,2/6/2023,635.99,Customer_2066,Cairo,customer2066@example.com,7/9/2023,Product_6,Clothing,2452.37
494,1192,81,4,2788,10/17/2021,6771.31,Customer_2788,Alexandria,customer2788@example.com,12/2/2024,Product_81,Electronics,1778.51
495,4547,18,2,2384,6/7/2024,4157.07,Customer_2384,Mansoura,customer2384@example.com,3/1/2025,Product_18,Electronics,1004.49
496,4595,97,4,401,4/11/2024,5280.73,Customer_401,Giza,customer401@example.com,2/5/2020,Product_97,Clothing,4099.86
497,1788,68,1,2423,5/11/2024,5564.82,Customer_2423,Tanta,customer2423@example.com,6/8/2023,Product_68,Books,2107.14
498,681,10,5,2349,3/23/2024,6770.87,Customer_2349,Tanta,customer2349@example.com,3/9/2024,Product_10,Food,4759.39
499,3918,78,4,1176,12/16/2021,988.12,Customer_1176,Cairo,customer1176@example.com,11/2/2023,Product_78,Clothing,500.25
500,4949,26,1,571,1/4/2022,6604.99,Customer_571,Tanta,customer571@example.com,11/20/2021,Product_26,Food,3971.55
501,605,96,5,330,4/21/2022,5597.77,Customer_330,Cairo,customer330@example.com,1/7/2020,Product_96,Food,2091.27
502,1397,37,4,2337,7/7/2024,7546.74,Customer_2337,Cairo,customer2337@example.com,5/9/2023,Product_37,Clothing,3357.82
503,2508,78,4,371,10/2/2021,1863.06,Customer_371,Tanta,customer371@example.com,6/12/2024,Product_78,Clothing,500.25
504,2350,33,5,2340,9/25/2024,1542.98,Customer_2340,Cairo,customer2340@example.com,7/6/2021,Product_33,Books,3039.13
505,2993,59,1,174,9/12/2024,1276.49,Customer_174,Alexandria,customer174@example.com,3/14/2020,Product_59,Books,4667.97
506,907,97,1,2276,8/17/2024,6053.3,Customer_2276,Cairo,customer2276@example.com,7/1/2023,Product_97,Clothing,4099.86
507,417,58,4,695,9/10/2024,5319.07,Customer_695,Alexandria,customer695@example.com,4/11/2022,Product_58,Clothing,362.65
508,2961,51,4,648,8/25/2021,7480.14,Customer_648,Mansoura,customer648@example.com,1/29/2022,Product_51,Clothing,743.17
509,4660,49,2,1064,9/10/2024,9138.17,Customer_1064,Alexandria,customer1064@example.com,12/29/2024,Product_49,Electronics,2487.22
510,3606,49,1,2737,1/31/2025,9202.25,Customer_2737,Giza,customer2737@example.com,8/31/2021,Product_49,Electronics,2487.22
511,846,54,2,230,9/10/2023,268.54,Customer_230,Mansoura,customer230@example.com,1/14/2020,Product_54,Clothing,1537.55
512,629,6,2,691,2/22/2022,8868.86,Customer_691,Giza,customer691@example.com,12/31/2020,Product_6,Clothing,2452.37
513,2413,40,2,1762,4/17/2022,6472.58,Customer_1762,Giza,customer1762@example.com,10/31/2021,Product_40,Electronics,2551.49
514,51,45,3,538,7/6/2021,6086.71,Customer_538,Mansoura,customer538@example.com,9/11/2023,Product_45,Electronics,1533.97
515,2625,45,3,376,6/15/2022,5823.44,Customer_376,Tanta,customer376@example.com,6/22/2022,Product_45,Electronics,1533.97
516,3909,7,3,1315,2/22/2023,5730.1,Customer_1315,Cairo,customer1315@example.com,7/6/2023,Product_7,Food,592
517,2320,77,5,1213,12/18/2021,4100.86,Customer_1213,Alexandria,customer1213@example.com,9/29/2020,Product_77,Food,4530.49
518,4576,29,3,1516,12/28/2024,4321.84,Customer_1516,Giza,customer1516@example.com,3/14/2020,Product_29,Electronics,4798.18
519,4445,53,3,1382,1/13/2024,6689.41,Customer_1382,Mansoura,customer1382@example.com,11/25/2020,Product_53,Food,3135.69
520,2086,22,5,600,9/22/2021,9865.31,Customer_600,Tanta,customer600@example.com,9/13/2023,Product_22,Books,4732.78
521,1509,90,3,811,3/16/2023,9431.88,Customer_811,Cairo,customer811@example.com,1/17/2023,Product_90,Electronics,4526.98
522,3571,13,5,2322,1/6/2024,2741.85,Customer_2322,Cairo,customer2322@example.com,11/10/2022,Product_13,Books,4763.21
523,1742,94,3,755,3/31/2023,6614.23,Customer_755,Giza,customer755@example.com,1/18/2024,Product_94,Books,2732.33
524,2262,19,3,1,1/22/2024,3483.32,Customer_1,Alexandria,customer1@example.com,10/21/2021,Product_19,Clothing,4776.48
525,2132,29,1,2177,11/28/2021,6179.43,Customer_2177,Cairo,customer2177@example.com,9/11/2022,Product_29,Electronics,4798.18
526,3654,69,1,2077,12/11/2021,3100.75,Customer_2077,Giza,customer2077@example.com,7/13/2023,Product_69,Books,3830.58
527,4912,19,4,2940,8/30/2024,2639.43,Customer_2940,Cairo,customer2940@example.com,7/16/2021,Product_19,Clothing,4776.48
528,1816,62,2,534,3/16/2022,290.65,Customer_534,Tanta,customer534@example.com,1/4/2022,Product_62,Books,3842.23
529,2369,20,1,2685,1/28/2023,4006.78,Customer_2685,Alexandria,customer2685@example.com,11/7/2020,Product_20,Books,3971.54
530,2772,16,5,1644,4/15/2022,6833.64,Customer_1644,Alexandria,customer1644@example.com,1/10/2021,Product_16,Books,2927.96
531,2824,86,2,457,8/18/2024,2535.7,Customer_457,Alexandria,customer457@example.com,6/9/2023,Product_86,Clothing,2017.27
532,2683,89,1,2661,12/20/2021,954.91,Customer_2661,Mansoura,customer2661@example.com,12/27/2021,Product_89,Electronics,3701.86
533,958,49,4,393,2/18/2022,6494.33,Customer_393,Alexandria,customer393@example.com,11/23/2023,Product_49,Electronics,2487.22
534,4527,96,1,2570,12/4/2022,5269.7,Customer_2570,Giza,customer2570@example.com,11/12/2022,Product_96,Food,2091.27
535,4229,13,2,329,12/25/2022,297.93,Customer_329,Cairo,customer329@example.com,2/25/2024,Product_13,Books,4763.21
536,1329,5,1,1064,12/17/2024,6269.29,Customer_1064,Alexandria,customer1064@example.com,12/29/2024,Product_5,Electronics,3605.83
537,3448,12,4,2168,2/7/2023,1818.02,Customer_2168,Giza,customer2168@example.com,2/12/2024,Product_12,Electronics,1616.26
538,2788,66,2,1904,12/18/2023,4430.93,Customer_1904,Giza,customer1904@example.com,4/3/2021,Product_66,Electronics,1025.97
539,347,30,2,2953,3/21/2023,7134.37,Customer_2953,Tanta,customer2953@example.com,2/23/2025,Product_30,Food,1100.71
540,4820,83,4,2142,4/17/2024,9962.32,Customer_2142,Alexandria,customer2142@example.com,8/30/2022,Product_83,Electronics,4886.44
541,1410,55,4,1801,1/25/2024,4931.05,Customer_1801,Giza,customer1801@example.com,7/17/2020,Product_55,Food,1039.6
542,972,40,1,2062,12/4/2023,311.69,Customer_2062,Giza,customer2062@example.com,12/24/2021,Product_40,Electronics,2551.49
543,2505,23,3,492,6/9/2023,3646.44,Customer_492,Mansoura,customer492@example.com,4/6/2025,Product_23,Food,3477.2
544,132,77,5,1364,9/2/2024,1898.26,Customer_1364,Mansoura,customer1364@example.com,3/2/2025,Product_77,Food,4530.49
545,3215,10,3,473,2/3/2023,2033.64,Customer_473,Alexandria,customer473@example.com,2/20/2025,Product_10,Food,4759.39
546,2054,8,4,1926,7/25/2022,2251.47,Customer_1926,Giza,customer1926@example.com,7/3/2024,Product_8,Clothing,1366.58
547,3538,22,3,788,9/26/2024,4206.31,Customer_788,Cairo,customer788@example.com,5/19/2025,Product_22,Books,4732.78
548,4583,81,5,2650,1/27/2023,3245.45,Customer_2650,Tanta,customer2650@example.com,4/28/2021,Product_81,Electronics,1778.51
549,4035,41,3,1885,2/12/2024,9989.53,Customer_1885,Giza,customer1885@example.com,8/23/2021,Product_41,Electronics,956.49
550,4947,33,1,1211,1/24/2024,1030.77,Customer_1211,Alexandria,customer1211@example.com,8/30/2023,Product_33,Books,3039.13
551,4023,30,5,2689,4/28/2023,9024.61,Customer_2689,Cairo,customer2689@example.com,3/24/2020,Product_30,Food,1100.71
552,3625,75,4,1379,5/6/2022,1025.07,Customer_1379,Alexandria,customer1379@example.com,6/7/2024,Product_75,Electronics,1101.96
553,3737,18,1,2459,11/7/2024,1492.75,Customer_2459,Giza,customer2459@example.com,8/28/2023,Product_18,Electronics,1004.49
554,2671,80,5,2552,6/19/2023,4443.37,Customer_2552,Mansoura,customer2552@example.com,3/4/2021,Product_80,Books,1059.08
555,3021,4,2,93,3/18/2024,7095.32,Customer_93,Mansoura,customer93@example.com,4/30/2023,Product_4,Books,4854.34
556,3946,79,4,1334,5/12/2024,4907.43,Customer_1334,Mansoura,customer1334@example.com,3/19/2024,Product_79,Electronics,3626.75
557,3232,75,2,1210,5/22/2022,6650.97,Customer_1210,Cairo,customer1210@example.com,10/8/2024,Product_75,Electronics,1101.96
558,1622,50,4,1710,3/31/2024,5402.14,Customer_1710,Giza,customer1710@example.com,11/25/2022,Product_50,Food,3820.03
559,363,6,5,378,2/7/2022,719.78,Customer_378,Tanta,customer378@example.com,6/20/2021,Product_6,Clothing,2452.37
560,2901,50,5,1924,12/31/2023,2828.04,Customer_1924,Alexandria,customer1924@example.com,5/2/2023,Product_50,Food,3820.03
561,4924,43,4,1226,2/13/2022,6524.08,Customer_1226,Giza,customer1226@example.com,9/28/2020,Product_43,Electronics,4285.71
562,4634,33,5,1937,1/11/2022,5332.1,Customer_1937,Cairo,customer1937@example.com,10/29/2024,Product_33,Books,3039.13
563,2092,59,2,181,10/30/2022,9175.3,Customer_181,Mansoura,customer181@example.com,2/24/2025,Product_59,Books,4667.97
564,3818,15,3,270,7/4/2024,5943.42,Customer_270,Cairo,customer270@example.com,4/28/2023,Product_15,Food,4986.15
565,934,65,2,1197,2/27/2023,2382.1,Customer_1197,Tanta,customer1197@example.com,1/4/2023,Product_65,Clothing,3948.51
566,1077,92,3,1154,5/25/2021,5478.21,Customer_1154,Alexandria,customer1154@example.com,10/28/2024,Product_92,Food,4734.4
567,3785,21,4,372,12/6/2024,2614.41,Customer_372,Cairo,customer372@example.com,3/18/2020,Product_21,Electronics,96.34
568,4984,75,2,1959,1/19/2024,519.54,Customer_1959,Alexandria,customer1959@example.com,3/17/2020,Product_75,Electronics,1101.96
569,766,54,4,229,2/8/2023,5679.24,Customer_229,Cairo,customer229@example.com,1/29/2021,Product_54,Clothing,1537.55
570,4094,83,1,1980,2/18/2024,4817.76,Customer_1980,Alexandria,customer1980@example.com,11/5/2023,Product_83,Electronics,4886.44
571,279,96,3,240,6/7/2021,8766.35,Customer_240,Cairo,customer240@example.com,6/11/2023,Product_96,Food,2091.27
572,2990,55,4,2867,6/27/2022,8007.15,Customer_2867,Tanta,customer2867@example.com,5/2/2023,Product_55,Food,1039.6
573,3038,89,4,468,4/26/2021,6550.42,Customer_468,Mansoura,customer468@example.com,7/12/2022,Product_89,Electronics,3701.86
574,3940,59,5,552,10/12/2021,1758.94,Customer_552,Tanta,customer552@example.com,4/1/2023,Product_59,Books,4667.97
575,4308,95,2,2694,4/9/2022,6920.75,Customer_2694,Tanta,customer2694@example.com,7/11/2022,Product_95,Clothing,329.17
576,4601,92,1,2093,9/27/2022,3880.14,Customer_2093,Alexandria,customer2093@example.com,9/29/2023,Product_92,Food,4734.4
577,855,49,1,1943,10/8/2024,5363.54,Customer_1943,Mansoura,customer1943@example.com,3/23/2025,Product_49,Electronics,2487.22
578,4110,72,2,600,9/4/2024,2412.83,Customer_600,Tanta,customer600@example.com,9/13/2023,Product_72,Books,3410.88
579,3191,86,5,1759,11/12/2023,6913.55,Customer_1759,Cairo,customer1759@example.com,5/12/2025,Product_86,Clothing,2017.27
580,787,99,4,2977,9/26/2021,6893.24,Customer_2977,Giza,customer2977@example.com,10/15/2024,Product_99,Food,1026.63
581,4986,93,2,1125,5/1/2024,4217.8,Customer_1125,Cairo,customer1125@example.com,10/25/2020,Product_93,Food,400.32
582,1165,71,1,1554,11/27/2021,1342.62,Customer_1554,Alexandria,customer1554@example.com,4/3/2025,Product_71,Food,2771.35
583,4343,27,2,349,10/13/2021,2194.08,Customer_349,Alexandria,customer349@example.com,3/1/2021,Product_27,Books,2083.82
584,3514,29,2,2283,2/9/2021,7066.13,Customer_2283,Tanta,customer2283@example.com,12/10/2023,Product_29,Electronics,4798.18
585,623,35,2,1077,2/9/2024,5212.57,Customer_1077,Mansoura,customer1077@example.com,7/22/2023,Product_35,Electronics,4514.18
586,2692,29,4,254,1/19/2025,6197.64,Customer_254,Tanta,customer254@example.com,4/6/2025,Product_29,Electronics,4798.18
587,2156,66,5,2664,9/20/2021,4597.08,Customer_2664,Cairo,customer2664@example.com,10/30/2020,Product_66,Electronics,1025.97
588,902,65,5,90,5/9/2023,8602.19,Customer_90,Giza,customer90@example.com,11/8/2020,Product_65,Clothing,3948.51
589,572,9,1,1124,2/14/2022,3431.16,Customer_1124,Giza,customer1124@example.com,12/25/2022,Product_9,Food,3000.69
590,1365,41,1,2863,10/30/2024,439.59,Customer_2863,Mansoura,customer2863@example.com,3/17/2023,Product_41,Electronics,956.49
591,4214,82,5,1143,11/25/2021,7761.15,Customer_1143,Tanta,customer1143@example.com,3/31/2020,Product_82,Books,4288.29
592,426,18,3,1889,11/30/2022,9052.53,Customer_1889,Alexandria,customer1889@example.com,1/16/2023,Product_18,Electronics,1004.49
593,1320,61,4,560,10/15/2021,5871.59,Customer_560,Mansoura,customer560@example.com,10/21/2024,Product_61,Clothing,4887.51
594,4792,75,1,762,7/15/2021,8325.34,Customer_762,Alexandria,customer762@example.com,4/23/2024,Product_75,Electronics,1101.96
595,2395,92,4,331,11/10/2022,9989.52,Customer_331,Alexandria,customer331@example.com,2/9/2023,Product_92,Food,4734.4
596,10,14,5,550,5/30/2022,9077.67,Customer_550,Giza,customer550@example.com,2/11/2025,Product_14,Clothing,1343.5
597,1955,3,4,103,4/30/2024,6883,Customer_103,Giza,customer103@example.com,5/19/2023,Product_3,Food,1172.91
598,4033,8,5,2736,3/27/2022,5949.93,Customer_2736,Tanta,customer2736@example.com,6/8/2023,Product_8,Clothing,1366.58
599,4205,86,5,306,12/30/2023,8391.84,Customer_306,Alexandria,customer306@example.com,1/25/2024,Product_86,Clothing,2017.27
600,348,12,4,1485,3/10/2023,9767.65,Customer_1485,Tanta,customer1485@example.com,5/27/2023,Product_12,Electronics,1616.26
601,4427,37,5,2109,12/24/2022,9589.55,Customer_2109,Tanta,customer2109@example.com,2/3/2024,Product_37,Clothing,3357.82
602,3166,4,1,2394,2/18/2024,9311.89,Customer_2394,Mansoura,customer2394@example.com,6/2/2020,Product_4,Books,4854.34
603,3099,25,2,377,6/15/2023,4300.58,Customer_377,Tanta,customer377@example.com,8/2/2022,Product_25,Food,1357.47
604,2649,7,3,1276,7/30/2024,1484.58,Customer_1276,Tanta,customer1276@example.com,5/18/2023,Product_7,Food,592
605,1463,34,5,2275,9/2/2021,8879.94,Customer_2275,Mansoura,customer2275@example.com,5/4/2023,Product_34,Clothing,4372.79
606,3867,39,1,2692,10/28/2021,167.61,Customer_2692,Giza,customer2692@example.com,3/24/2020,Product_39,Clothing,3859.21
607,3737,90,2,2459,11/7/2024,1492.75,Customer_2459,Giza,customer2459@example.com,8/28/2023,Product_90,Electronics,4526.98
608,1195,15,2,1029,2/7/2023,3868.88,Customer_1029,Giza,customer1029@example.com,11/30/2022,Product_15,Food,4986.15
609,1333,12,4,133,2/15/2024,1010.69,Customer_133,Giza,customer133@example.com,1/9/2023,Product_12,Electronics,1616.26
610,1979,41,2,1672,4/30/2024,1130.3,Customer_1672,Mansoura,customer1672@example.com,7/9/2020,Product_41,Electronics,956.49
611,1821,51,5,1611,5/6/2023,2263.15,Customer_1611,Tanta,customer1611@example.com,10/1/2020,Product_51,Clothing,743.17
612,4965,80,4,1552,9/17/2024,8168.12,Customer_1552,Mansoura,customer1552@example.com,2/20/2022,Product_80,Books,1059.08
613,1773,58,5,2973,6/25/2024,7658.02,Customer_2973,Mansoura,customer2973@example.com,9/28/2024,Product_58,Clothing,362.65
614,3261,51,3,1664,3/1/2024,1314.21,Customer_1664,Cairo,customer1664@example.com,7/7/2024,Product_51,Clothing,743.17
615,2917,78,5,535,1/2/2025,4623.6,Customer_535,Tanta,customer535@example.com,2/9/2024,Product_78,Clothing,500.25
616,4066,51,2,828,7/13/2022,6196.5,Customer_828,Mansoura,customer828@example.com,7/16/2020,Product_51,Clothing,743.17
617,4926,43,4,310,6/1/2021,253.73,Customer_310,Alexandria,customer310@example.com,12/14/2023,Product_43,Electronics,4285.71
618,1793,56,2,193,5/4/2024,5542.4,Customer_193,Mansoura,customer193@example.com,5/3/2023,Product_56,Clothing,3991.47
619,1540,99,3,2294,9/7/2021,898.16,Customer_2294,Alexandria,customer2294@example.com,9/6/2024,Product_99,Food,1026.63
620,771,60,2,1791,2/16/2024,3056.38,Customer_1791,Giza,customer1791@example.com,5/27/2021,Product_60,Books,3144.78
621,3823,23,4,760,7/26/2021,5916.18,Customer_760,Cairo,customer760@example.com,10/27/2022,Product_23,Food,3477.2
622,2373,24,4,1868,8/11/2022,1507.58,Customer_1868,Giza,customer1868@example.com,4/11/2020,Product_24,Books,143.69
623,1890,60,1,2777,4/7/2022,6016.96,Customer_2777,Giza,customer2777@example.com,4/8/2025,Product_60,Books,3144.78
624,232,9,2,2523,3/21/2023,355.16,Customer_2523,Giza,customer2523@example.com,3/22/2021,Product_9,Food,3000.69
625,4720,13,4,1097,12/22/2024,5889.32,Customer_1097,Tanta,customer1097@example.com,4/16/2025,Product_13,Books,4763.21
626,3424,98,4,2204,2/11/2021,1881.54,Customer_2204,Giza,customer2204@example.com,11/4/2020,Product_98,Clothing,76.04
627,4127,38,2,2072,12/1/2024,5291.41,Customer_2072,Alexandria,customer2072@example.com,5/12/2020,Product_38,Electronics,3198
628,2522,49,3,2379,7/11/2023,554.82,Customer_2379,Tanta,customer2379@example.com,12/5/2024,Product_49,Electronics,2487.22
629,1844,56,2,582,9/19/2022,3061.06,Customer_582,Alexandria,customer582@example.com,6/19/2021,Product_56,Clothing,3991.47
630,2561,28,5,2707,1/8/2022,5244.79,Customer_2707,Cairo,customer2707@example.com,4/13/2024,Product_28,Clothing,3000.39
631,2692,40,4,254,1/19/2025,6197.64,Customer_254,Tanta,customer254@example.com,4/6/2025,Product_40,Electronics,2551.49
632,1481,86,4,2126,8/14/2022,7896.2,Customer_2126,Tanta,customer2126@example.com,8/1/2020,Product_86,Clothing,2017.27
633,3930,94,3,1649,9/9/2022,5293.79,Customer_1649,Giza,customer1649@example.com,3/17/2021,Product_94,Books,2732.33
634,1542,30,3,2968,10/12/2022,5687.54,Customer_2968,Mansoura,customer2968@example.com,2/1/2021,Product_30,Food,1100.71
635,1470,74,2,2772,7/21/2024,876.8,Customer_2772,Giza,customer2772@example.com,1/9/2020,Product_74,Books,1450.23
636,2364,75,2,1712,12/14/2023,2131.43,Customer_1712,Alexandria,customer1712@example.com,7/25/2023,Product_75,Electronics,1101.96
637,3003,77,4,758,12/3/2023,5129.21,Customer_758,Cairo,customer758@example.com,8/1/2020,Product_77,Food,4530.49
638,527,92,5,1873,3/14/2024,9940.3,Customer_1873,Giza,customer1873@example.com,10/26/2020,Product_92,Food,4734.4
639,1789,45,5,735,3/8/2022,7179.59,Customer_735,Cairo,customer735@example.com,8/18/2020,Product_45,Electronics,1533.97
640,2299,16,1,1826,4/26/2022,2859.21,Customer_1826,Giza,customer1826@example.com,9/29/2021,Product_16,Books,2927.96
641,2481,45,1,465,8/13/2024,7120.84,Customer_465,Giza,customer465@example.com,2/13/2020,Product_45,Electronics,1533.97
642,4163,83,4,2841,12/4/2023,4531.46,Customer_2841,Giza,customer2841@example.com,3/2/2025,Product_83,Electronics,4886.44
643,1357,18,5,223,3/26/2024,8957.45,Customer_223,Alexandria,customer223@example.com,10/21/2022,Product_18,Electronics,1004.49
644,2852,42,4,2592,5/28/2022,7563.86,Customer_2592,Tanta,customer2592@example.com,7/26/2020,Product_42,Books,4962.04
645,3610,9,4,1511,8/31/2024,3342.94,Customer_1511,Mansoura,customer1511@example.com,11/23/2023,Product_9,Food,3000.69
646,3843,42,3,38,8/18/2023,7133.21,Customer_38,Alexandria,customer38@example.com,5/28/2021,Product_42,Books,4962.04
647,3369,34,4,2511,11/12/2024,6680.45,Customer_2511,Alexandria,customer2511@example.com,2/12/2021,Product_34,Clothing,4372.79
648,1464,1,4,2885,6/16/2024,6604.66,Customer_2885,Giza,customer2885@example.com,7/3/2023,Product_1,Electronics,213.03
649,4595,96,1,401,4/11/2024,5280.73,Customer_401,Giza,customer401@example.com,2/5/2020,Product_96,Food,2091.27
650,2431,12,4,2830,4/6/2021,1289.52,Customer_2830,Mansoura,customer2830@example.com,2/18/2020,Product_12,Electronics,1616.26
651,4890,48,5,1927,4/16/2021,8300.92,Customer_1927,Tanta,customer1927@example.com,6/26/2022,Product_48,Food,1377.81
652,27,42,3,487,11/6/2023,6587.51,Customer_487,Tanta,customer487@example.com,12/14/2023,Product_42,Books,4962.04
653,4358,11,2,1137,3/10/2022,225.4,Customer_1137,Mansoura,customer1137@example.com,2/12/2025,Product_11,Books,4911.93
654,2405,30,5,791,3/5/2021,9494.34,Customer_791,Tanta,customer791@example.com,3/21/2020,Product_30,Food,1100.71
655,4263,41,3,2274,9/2/2024,7045.25,Customer_2274,Tanta,customer2274@example.com,10/12/2024,Product_41,Electronics,956.49
656,4008,81,1,1027,3/2/2021,7160.69,Customer_1027,Tanta,customer1027@example.com,12/23/2024,Product_81,Electronics,1778.51
657,4603,4,1,2404,10/8/2021,1364.52,Customer_2404,Mansoura,customer2404@example.com,10/17/2023,Product_4,Books,4854.34
658,3524,93,5,118,8/14/2021,8148.95,Customer_118,Cairo,customer118@example.com,8/1/2023,Product_93,Food,400.32
659,585,28,1,1847,3/2/2022,3386.82,Customer_1847,Alexandria,customer1847@example.com,2/10/2024,Product_28,Clothing,3000.39
660,1755,22,3,2355,9/15/2023,8364.74,Customer_2355,Giza,customer2355@example.com,3/20/2023,Product_22,Books,4732.78
661,2039,94,2,1779,12/31/2023,8456.53,Customer_1779,Cairo,customer1779@example.com,5/14/2020,Product_94,Books,2732.33
